"no","paal_ta","paal_en","paal_te","iyal_ta","iyal_en","iyal_te","adigaaram_no","adigaaram_ta","adigaaram_en","adigaaram_te","kural_ta","varadarasan","paapaya","kural_en","en_meaning","kural_te","paal_no","iyal_no"
"142","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","அறன்கடை நின்றாருள் எல்லாம் பிறன்கடை
நின்றாரின் பேதையார் இல்.","அறத்தை விட்டுத் தீநெறியில் நின்றவர் எல்லாரிலும் பிறன் மனைவியை விரும்பி அவனுடைய வாயிலில் சென்று நின்றவரைப் போல் அறிவிலிகள் இல்லை.","பாவ வழியில் நடக்கும் மனிதருள் எல்லாம், அடுத்தவன் மனைவியை விரும்பி அவன் வாசலில் நிற்கும் மூடனைப் போன்ற கடை நிலை மனிதர் வேறு இல்லை.","No fools, of all that stand from virtue's pale shut out,
Like those who longing lurk their neighbour's gate without "," Among all those who stand on the outside of virtue, there are no greater fools than those who stand outside their neighbour's door ","aRan-kadai nindraaruL ellaam piran-kadai
nindraarin paedhaiyaar il","1","2"
"143","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","விளிந்தாரின் வேறல்லர் மன்ற தெளிந்தாரில்
தீமை புரிந்துதொழுகு வார்.","ஐயமில்லாமல் தெளிந்து நம்பியவருடைய மனைவியிடத்தே விருப்பம் கொண்டு தீமையைச் செய்து நடப்பவர், செத்தவரை விட வேறுபட்டவர் அல்லர்.","தன்னைச் சந்தேகப்படாதவரின் வீட்டிற்குள் நுழைந்து, அடுத்தவரின் மனைவியுடன் தவறான தொடர்பு கொண்டு வாழ்பவன், இறந்து போனவனே அன்றி உயிருடன் வாழ்பவன் அல்லன்.","They're numbered with the dead, e'en while they live, -how otherwise?
With wife of sure confiding friend who evil things devise ","Certainly they are no better than dead men who desire evil towards the wife of those who undoubtingly confide in them","viLindhaarin vaeRallar mandra theLindhaaril
theemai purindhozhuku vaar ","1","2"
"144","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","எனைத்துணையர் ஆயினும் என்னாம் தினைத்துணையும்
தேரான் பிறனில் புகல்.","தினையளவும் ஆராய்ந்து பார்க்காமல் பிறனுடைய மனைவியிடம் செல்லுதல், எவ்வளவு பெருமையை உடையவராயினும் என்னவாக முடியும்?.","அடுத்தவன் மனைவியை விரும்பித் தன் பிழையைச் சிறிதும் எணணாமல் அவ்வீட்டில் நுழைபவன் எத்தனைப் பெருமை உடையவனாய் இருந்துதான் என்ன?.","How great soe'er they be, what gain have they of life,
Who, not a whit reflecting, seek a neighbour's wife "," However great one may be, what does it avail if, without at all considering his guilt, he goes unto the wife of another ? ","enaiththuNaiyar aayinum ennaam thinaiththuNaiyum
thaeraan piRanil pukal","1","2"
"145","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","எளிதென இல்லிறப்பான் எய்துமெஞ் ஞான்றும்
விளியாது நிற்கும் பழி.","இச்செயல் எளியது என எண்ணிப் பிறனுடைய மனைவியிடம் நெறி தவறிச் செல்கின்றவன், ‌எப்போதும் அழியாமல் நிலைநிற்கும் பழியை அடைவான்.","அடைவது எளிது என எண்ணி அடுத்தவன் மனைவியுடன் தவறான தொடர்பு கொள்பவன், சாவாமல் எப்போதும் நிற்கும் பழியைப் பெறுவான்.","'Mere triflel' saying thus, invades the home, so he ensures
A gain of guilt that deathless aye endures "," He who thinks lightly of going into the wife of another acquires guilt that will abide with him imperishably and for ever ","eLidhena illiRappaan eydhumenhj gnaandrum
viLiyaadhu niRkum pazhi","1","2"
"146","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","பகைபாவம் அச்சம் பழியென நான்கும்
இகவாவாம் இல்லிறப்பான் கண்.","பகை பாவம் அச்சம் பழி என்னும் இந்நான்கு குற்றங்களும் பிறன் மனைவியிடத்து நெறி தவறி நடப்பவனிடத்திலிருந்து நீங்காவாம்.","அடுத்தவன் மனைவியிடம் வரம்பு கடந்து செல்பவனை விட்டுப் பகை, பாவம், பயம், பழி என்ற நான்கும் விலகமாட்டா.","Who home ivades, from him pass nevermore,
Hatred and sin, fear, foul disgrace; these four "," Hatred, sin, fear, disgrace; these four will never leave him who goes in to his neighbour's wife ","pakaipaavam achcham pazhiyena naankum
ikavaavaam illirappaan kaN ","1","2"
"147","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","அறனியலான் இல்வாழ்வான் என்பான் பிறனியலாள்
பெண்மை நயவா தவன்.","அறத்தின் இயல்போடு பொருந்தி இல்வாழ்க்கை வாழ்பவன், பிறனுக்கு உரிமையானவளின் பெண் தன்மையை விரும்பாதவனே.","அடுத்தவனுக்கு உரிமையானவனின் பெண்மையை விரும்பாதவன் அறத்துடன் குடும்பம் நடத்துபவன் எனப்படுவான்.","Who sees the wife, another's own, with no desiring eye
In sure domestic bliss he dwelleth ever virtuously "," He who desires not the womanhood of her who should walk according to the will of another will be praised as a virtuous house-holder ","aRaniyalaan ilvaazhvaan enpaan piRaniyalaaL
peNmai nayavaa thavan","1","2"
"148","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","பிறன்மனை நோக்காத பேராண்மை சான்றோர்க்கு
அறனொன்றோ ஆன்ற வொழுக்கு.","பிறனுடைய மனைவியை விரும்பி நோக்காத ‌பெரிய ஆண்மை, சான்றோர்க்கு அறம் மட்டும் அன்று; நிறைந்த ஒழுக்கமுமாகும்.","அடுத்தவன் மனைவியை மனத்துள் எண்ணாத பேராண்மை அறம் மட்டும் அன்று; சான்றோர்க்கு நிறைவான ஒழுக்கமும் ஆகும்.","Manly excellence, that looks not on another's wife,
Is not virtue merely, 'tis full 'propriety' of life "," That noble manliness which looks not at the wife of another is the virtue and dignity of the great ","piRanmanai noakkaadha paeraaNmai saandrorkku
aRanondroa aandra vozhukku","1","2"
"149","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","நலக்குரியார் யாரெனின் நாமநீர் வைப்பின்
பிறர்க்குரியாள் தோள்தோயா தார்.","கடல் சூழ்ந்த உலகத்தில் நன்மைக்கு உரியவர் யார் என்றொல் பிறனுக்கு உரிமையானவளின் தோளைப் பொருந்தாதவரே ஆவர்.","அச்சந்தரும் கடலால் சூழப்பட்ட இவ்வுலகில் எல்லா நன்மைகளும் அடைவதற்கு உரியவர் எவர் என்றால், அடுத்தவனுக்கு உரியவளின் தோளைச் சேராதவரே.","Who 're good indeed, on earth begirt by ocean's gruesome tide?
The men who touch not her that is another's bride.","Is it asked, ""who are those who shall obtain good in this world surrounded by the terror-producing sea ?"" Those who touch not the shoulder of her who belongs to another.","nalakkuriyaar yaarenin naama-neer vaippin
piRarkkuriyaaL thoaLdhoayaa thaar","1","2"
"150","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","15","பிறனில் விழையாமை","Not coveting another's Wife","Piranil Vizhaiyaamai","அறன்வரையான் அல்ல செயினும் பிறன்வரையாள்
பெண்மை நயவாமை நன்று.","ஒருவன் அறநெறியில் நிற்காமல் அறமில்லாதவைகளைச் செய்தாலும், பிறனுக்கு உரியவளின் பெண்மையை விரும்பாமல் வாழ்தல் நல்லது.","அறம் செய்யாமல் பாவத்தையே செய்பவனாக இருந்தாலும் அடுத்தவனின் உரிமை ஆகிய மனைவிமேல் ஆசைப்படாமல் இருப்பது நல்லது.","Though virtue's bounds he pass, and evil deeds hath wrought;
At least, 'tis good if neighbour's wife he covet not.","Though a man perform no virtuous deeds and commit (every) vice, it will be well if he desire not the womanhood of her who is within the limit (of the house) of another.

","aRanvaraiyaan alla seyinum piranvaraiyaaL
peNmai nayavaamai nandru","1","2"
"151","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","அகழ்வாரைத் தாங்கும் நிலம்போலத் தம்மை
இகழ்வார்ப் பொறுத்தல் தலை.","தன்னை வெட்டுவோரையும் விழாமல் தாங்குகின்ற நிலம் போல், தம்மை இகழ்வாரையும் பொறுப்பதே தலையான பண்பாகும்.","தன்னையே தோண்டினாலும் தோண்டுபவர் விழுந்துவிடாதபடி தாங்கும் நிலம் போலத், தன்னை வார்த்தைகளால் அவமதிப்பவரையும் மதித்துப் பொறுப்பது முதன்மை அறம்.","As earth bears up the men who delve into her breast,
To bear with scornful men of virtues is the best.","To bear with those who revile us, just as the earth bears up those who dig it, is the first of virtues.","akazhvaaraith thaangum nilampoalath thammai
ikazhvaarp poruththal thalai ","1","2"
"152","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","பொறுத்தல் இறப்பினை என்றும் அதனை
மறத்தல் அதனினும் நன்று.","வரம்பு கடந்து பிறர் செய்யும் தீங்கை எப்போதும் பொறுக்க வேண்டும்; அத் தீங்கை நினைவிலும் கொள்ளாமல் மறந்து விடுதல் பொறுத்தலை விட நல்லது.","தீமையைத் தண்டிக்க முடியும் என்றபோதும் பொறுத்துக் கொள்க; அந்தத் தீமையை மனத்துள் வைக்காமல் மறந்தே விடுவது பொறுத்தலையும் விட நல்லது.","Forgiving trespasses is good always;
Forgetting them hath even higher praise;.","Bear with reproach even when you can retaliate; but to forget it will be still better than that.","poRuththal iRappinai endrum adhanai
maRaththal adhaninum nandru","1","2"
"153","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","இன்மையுள் இன்மை விருந்தொரால் வன்மையுள்
வன்மை மடவார்ப் பொறை.","வறுமையுள் வறுமை, விருந்தினரைப் போற்றாமல் நீக்குதல்; வல்லமையுள் வல்லமை என்பது அறிவிலார் தீங்கு செய்தலைப் பொறுத்தலாகும்.","வறுமையுள் வறுமை, வந்த விருந்தினரை உபசரிக்காதது; வலிமையுள் வலிமை அற்றவரின் ஆத்திர மூட்டல்களைப் பொறுத்துக் கொள்வது.","The sorest poverty is bidding guest unfed depart;
The mightiest might to bear with men of foolish heart.","To neglect hospitality is poverty of poverty. To bear with the ignorant is might of might. ","inmaiyuL inmai virundhoraal vanmaiyuL
vanmai matavaarp poRai","1","2"
"154","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","நிறையுடைமை நீங்காமை வேண்டின் பொற்யுடைமை
போற்றி யொழுகப் படும்.","நிறை உடையவனாக இருக்கும் தன்மை தன்னை விட்டு நீங்காமல் இருக்க வேண்டினால், பொறுமையைப் போற்றி ஒழுக வேண்டும்.","சான்றாண்மை நம்மைவிட்டு விலகக்கூடாது என விரும்பினால் பொறுமையைப் பின்பற்றி வாழ வேண்டும்.","Seek'st thou honour never tarnished to retain;
So must thou patience, guarding evermore, maintain"," If you desire that greatness should never leave, you preserve in your conduct the exercise of patience ","niRaiyutaimai neengaamai vaentin poRaiyudaimai
poatri yozhukap padum","1","2"
"155","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","ஒறுத்தாரை ஒன்றாக வையாரே வைப்பர்
பொறுத்தாரைப் பொன்போற் பொதிந்து.","( தீங்கு செய்தவரைப்) பொறுக்காமல் வருத்தினவரை உலகத்தார் ஒரு பொருளாக மதியார்; ஆனால், பொறுத்தவரைப் பொன்போல் மனத்துள் வைத்து மதிப்பர்.","தனக்குத் தீமை செய்தவரைப் பொறுக்காமல் தண்டித்தவரைப் பெரியோர் ஒரு பொருட்டாக மதிக்கமாட்டார்; பொறுத்துக் கொண்டவரையோ பொன்னாகக் கருதி மதிப்பர்.","Who wreak their wrath as worthless are despised;
Who patiently forbear as gold are prized.","(The wise) will not at all esteem the resentful. They will esteem the patient just as the gold which they lay up with care.","oRuththaarai ondraaka vaiyaarae vaippar
poRuththaaraip ponpoaR podhindhu","1","2"
"156","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","ஒறுத்தார்க்கு ஒருநாளை இன்பம் பொறுத்தார்க்குப்
பொன்றுந் துணையும் புகழ்.","தீங்கு செய்தவரைப் பொறுக்காமல் வருத்தினவர்க்கு ஒருநாள் இன்பமே; பொறுத்தவர்க்கு உலகம் அழியும் வரைக்கும் புகழ் உண்டு.","தமக்குத் தீங்கு செய்தவரைத் தண்டித்தவர்க்குத் தண்டித்த அன்று மட்டுமே இன்பம்; பொறுத்துக் கொண்டவர்க்கோ உலகம் அழியும் வரை புகழ் இருக்கும்.","Who wreak their wrath have pleasure for a day;
Who bear have praise till earth shall pass away.","The pleasure of the resentful continues for a day. The praise of the patient will continue until (the final destruction of) the world.","oRuththaarkku orunhaaLai inbam poRuththaarkkup
pondrunh thuNaiyum pukazh","1","2"
"157","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","திறனல்ல தற்பிறர் செய்யினும் நோநொந்து
அறனல்ல செய்யாமை நன்று.","தகுதி அல்லாதவைகளைத் தனக்குப் பிறர் செய்த போதிலும், அதனால், அவர்க்கு வரும் துன்பத்திற்காக நொந்து, அறம் அல்லாதவைகளைச் செய்யாதிருத்தல் நல்லது.","கொடியவற்றைப் பிறர் தனக்குச் செய்தாலும், பதிலுக்குத் தானும் செய்தால் அவர் வருந்துவாரே என வருந்தி, அறம் அல்லாதவற்றைச் செய்யாது இருப்பது நல்லது.","Though others work thee ill, thus shalt thou blessing reap;
Grieve for their sin, thyself from vicious action keep!.","Though others inflict injuries on you, yet compassionating the evil (that will come upon them) it will be well not to do them anything contrary to virtue.","thiRanalla thaRpiRar seyyinum nonondhu
aRanalla seyyaamai nandru ","1","2"
"158","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","மிகுதியான் மிக்கவை செய்தாரைத் தாந்தம்
தகுதியான் வென்று விடல்.","செருக்கினால் தீங்கானவற்றைச் செய்தவரைத் தாம் தம்முடைய பொறுமைப் பண்பினால் பொறுத்து வென்று விட வேண்டும்.","மனச் செருக்கால் தீமை செய்தவரைப் பொறுமையால் வென்றுவிடுக.","With overweening pride when men with injuries assail,
By thine own righteous dealing shalt thou mightily prevail.","Let a man by patience overcome those who through pride commit excesses.","mikudhiyaan mikkavai seydhaaraith thaandham
thakudhiyaan vendru vidal ","1","2"
"159","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","துறந்தாரின் தூய்மை உடையர் இறந்தார்வாய்
இன்னாச்சொல் நோற்கிற் பவர்.","வரம்பு கடந்து நடப்பவரின் வாயில் பிறக்கும் கொடுஞ்சொற்களைப் பொறுத்துக் கொள்பவர், துறந்தவரைப் போலத் தூய்மையானவர் ஆவர்.","நெறி கடந்து தீய சொற்களால் திட்டுபவரையும் பொறுத்துக் கொள்பவர். இல்வாழ்க்கையில் வாழ்ந்தாலும் துறவியைப் போலத் தூயரே.","They who transgressors' evil words endure
With patience, are as stern ascetics pure.","Those who bear with the uncourteous speech of the insolent are as pure as the ascetics.","thuRandhaarin thooimai udaiyar iRandhaarvaai
innaachchol noRkiR pavar","1","2"
"160","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","16","பொறையுடைமை","The Possession of Patience, Forbearance","Poraiyudaimai","உண்ணாது நோற்பார் பெரியர் பிறர்சொல்லும்
இன்னாச்சொல் நோற்பாரின் பின்.","உணவு உண்ணாமல் நோன்பு கிடப்பவர், பிறர் ‌சொல்லும் கொடுஞ் சொற்களைப் பொறுப்பவர்க்கு அடுத்த நிலையில்தான் பெரியவர் ஆவர்.","பிறர் சொல்லும் தீய சொற்களைப் பொறுத்துக் கொள்பவருக்கும் பின்புதான் விரதம் காரணமாக உணவைத் தவிர்த்து நோன்பு இருப்பவர் பெரியவர் ஆவார்.","Though 'great' we deem the men that fast and suffer pain,
Who others' bitter words endure, the foremost place obtain.","Those who endure abstinence from food are great, next to those who endure the uncourteous speech of others.","uNNaadhu noaRpaar periyar piRarsollum
innaachchol noaRpaarin pin","1","2"
"161","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","ஒழுக்காறாக் கொள்க ஒருவன்தன் நெஞ்சத்து
அழுக்காறு இலாத இயல்பு.","ஒருவன் தன் நெஞ்சில் பொறாமை இல்லாமல் வாழும் இயல்பைத் தனக்கு உரிய ஒழுக்க நெறியாகக் கொண்டு போற்ற வேண்டும்.","உள்ளத்துள் பொறாமை இல்லாமல் வாழும் குணத்தை, ஒருவன் தனக்கு உரிய ஒழுக்கமாகக் கொள்க.","As 'strict decorum's' laws, that all men bind,
Let each regard unenvying grace of mind.","Let a man esteem that disposition which is free from envy in the same manner as propriety of conduct.","ozhukkaaRaak koLka oruvan-than nenjaththu
azhukkaaRu ilaadha iyalpu ","1","2"
"162","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","விழுப்பேற்றின் அஃதொப்பது இல்லையார் மாட்டும்
அழுக்காற்றின் அன்மை பெறின்.","யாரிடத்திலும் பொறாமை இல்லாதிருக்கப் பெற்றால், ஒருவன் பெறத்தக்க மேம்பாடான பேறுகளில் அதற்கு ஒப்பானது வேறொன்றும் இல்லை.","எவர் இடத்தும் பொறாமை கொள்ளாதிருப்பதை ஒருவன் பெற்றால் சீரிய சிறப்புகளுள் அது போன்றது வேறு இல்லை.","If man can learn to envy none on earth,
'Tis richest gift, -beyond compare its worth."," Amongst all attainable excellences there is none equal to that of being free from envy towords others ","vizhuppaetrin aqdhoppadhu illaiyaar maattum
azhukkaatrin anmai peRin","1","2"
"163","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","அறன்ஆக்கம் வேண்டாதான் என்பான் பிறனாக்கம்
பேணாது அழுக்கறுப் பான்.","தனக்கு அறமும் ஆக்கமும் விரும்பாதவன் என்று கருதத் தக்கவனே, பிறனுடைய ஆக்கத்தைக் கண்டு மகிழாமல் அதற்காகப் பொறாமைப்படுவான்.","பிறர் உயர்வு கண்டு மகிழாமல் பொறாமைப்படுபவன், அறத்தால் வரும் புண்ணியத்தை வேண்டா என மறுப்பவன் ஆவான்.","Nor wealth nor virtue does that man desire 'tis plain,
Whom others' wealth delights not, feeling envious pain.","Of him who instead of rejoicing in the wealth of others, envies it, it will be said ""he neither desires virtue not wealth"". ","aRanaakkam vaeNtaadhaan enpaan piRanaakkam
paeNaadhu azhukkaRup paan ","1","2"
"164","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","அழுக்காற்றின் அல்லவை செய்யார் இழுக்காற்றின்
ஏதம் படுபாக்கு அறிந்து.","பொறாமைப்படுதலாகிய தவறான நெறியில் துன்பம் ஏற்படுத‌ை அறிந்து, பொறாமை காரணமாக அறமல்லாதவைகளைச் செய்யார் அறிவுடையோர்.","பொறாமை கொண்டால் துன்பம் வரும் என்பதை அறிந்து அறிவுடையோர் பொறாமை காரணமாகத் தீமைகளைச் செய்யமாட்டார்.","The wise through envy break not virtue's laws,
Knowing ill-deeds of foul disgrace the cause.","(The wise) knowing the misery that comes from transgression will not through envy commit unrighteous deeds.","azhukkaatrin allavai seyyaar izhukkaatrin
Edham padupaakku aRindhu","1","2"
"165","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","அழுக்காறு உடையார்க்கு அதுசாலும் ஒன்னார்
வழுக்காயும் கேடீன் பது.","பொறாமை உடை‌யவர்க்கு வேறு பகை வேண்டா. அஃது ஒன்றே போதும், பகைவர் தீங்கு செய்யத் தவறினாலும் தவறாது கேட்டைத் தருவது அது.","பொறாமை உடையவர்க்குத் தீமை தரப் பகைவர் வேண்டியதில்லை; பொறாமையே போதும்.","Envy they have within! Enough to seat their fate!
Though foemen fail, envy can ruin consummate..","To those who cherish envy that is enough. Though free from enemies that (envy) will bring destruction.","azhukkaaRu udaiyaarkku adhusaalum onnaar
vazhukkaayum kaeteen padhu","1","2"
"166","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","கொடுப்பது அழுக்கறுப்பான் சுற்றம் உடுப்பதூஉம்
உண்பதூஉம் இன்றிக் கெடும்.","பிறர்க்கு உதவியாகக் கொடுக்கப்படும் பொருளைக் கண்டு பொறாமைப்படுகின்றவனுடைய சுற்றம், உடையும் உணவும் இல்லாமல் கெடும்.","பிறர்க்குக் கொடுப்பதைக் கண்டு பொறாமைப் படுகிறவனின் குடும்பம், உடுக்கவும், உண்ணவும் இல்லாமல் அலையும்.","Who scans good gifts to others given with envious eye,
His kin, with none to clothe or feed them, surely die.","He who is envious at a gift (made to another) will with his relations utterly perish destitute of food and rainment.","koduppadhu azhukkaRuppaan sutram utuppadhooum
uNpadhooum indrik kedum","1","2"
"167","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","அவ்வித்து அழுக்காறு உடையானைச் செய்யவள்
தவ்வையைக் காட்டி விடும்.","பொறாமை உடையவனைத் திருமகள் கண்டு பொறாமைப்பட்டுத் தன் தமக்கைக்கு அவனைக் காட்டி நீங்கி விடுவாள்.","பிறர் உயர்வு கண்டு பொறாமைப்படுபவனைப் பார்க்கும் திருமகள் வெறுப்புக் கொண்டு தன் அக்காள் மூதேவிக்கு அவனை அடையாளம் காட்டிவிட்டு விலகிப் போய்விடுவாள்.","From envious man good fortune's goddess turns away,
Grudging him good, and points him out misfortune's prey.","Lakshmi envying (the prosperity) of the envious man will depart and introduce him to her sister.","avviththu azhukkaaRu udaiyaanaich cheyyavaL
thavvaiyaik kaatti vidum","1","2"
"168","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","அழுக்காறு எனஒரு பாவி திருச்செற்றுத்
தீயுழி உய்த்து விடும்.","பொறாமை என்று கூறப்படும் ஒப்பற்ற பாவி, ஒருவனுடைய செல்வத்தைக் கெடுத்துத் தீய வழியில் அவனைச் செலுத்தி விடும்.","பொறாமை எனப்படும் ஒப்பில்லாத பாவி எவனிடம் இருக்கிறதோ, அவனது செல்வத்தை அழிப்பதோடு, அவனை நரகத்திலும் அது சேர்க்கும்.","Envy, embodied ill, incomparable bane,
Good fortune slays, and soul consigns to fiery pain.","Envy will destroy (a man's) wealth (in his world) and drive him into the pit of fire (in the world to come).","azhukkaaRu enaoru paavi thiruchchetruth
theeyuzhi uyththu vidum","1","2"
"169","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","அவ்விய நெஞ்சத்தான் ஆக்கமும் செவ்வியான்
கேடும் நினைக்கப் படும்.","பொறாமை பொருந்திய நெஞ்சத்தானுடைய ஆக்கமும், பொறாமை இல்லாத நல்லவனுடைய கேடும் ஆராயத் தக்கவை.","பொறாமை கொண்ட மனத்தவனின் உயர்வும், அது இல்லாத நல்லவனின் தாழ்வும் பற்றி ஆராய்க.","To men of envious heart, when comes increase of joy,
Or loss to blameless men, the 'why' will thoughtful hearts employ.","The wealth of a man of envious mind and the poverty of the righteous will be pondered.","avviya nenjaththaan aakkamum sevviyaan
kaedum ninaikkap padum","1","2"
"170","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","17","அழுக்காறாமை","Not Envying","Azhukkaaraamai","அழுக்கற்று அகன்றாரும் இல்லை அஃதுஇல்லார்
பெருக்கத்தில் தீர்ந்தாரும் இல்.","பொறாமைப்பட்டுப் பெருமையுற்றவரும் உலகத்தில் இல்லை; பொறாமை இல்லாதவராய் மேம்பாட்டிலிருந்து நீங்கியவரும் இல்லை.","பொறாமை கொண்டு உயர்ந்தவரும் இல்லை. அது இல்லாதபோது தாழ்ந்தவரும் இல்லை.","No envious men to large and full felicity attain;
No men from envy free have failed a sure increase to gain.","Never have the envious become great; never have those who are free from envy been without greatness.","azhukkatru akandraarum illai aqdhuillaar
perukkaththil theerndhaarum il","1","2"
"171","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","18","வெஃகாமை","Not Coveting","Veqkaamai","நடுவின்றி நன்பொருள் வெஃகின் குடிபொன்றிக்
குற்றமும் ஆங்கே தரும்.","நடுவுநிலைமை இல்லாமல் பிறர்க்குரிய நல்ல பொருளை ஒருவன் கவர விரும்பினால் அவனுடைய குடியும் கெட்டுக் குற்றமும் அப்போழுதே வந்து சேரும்.","பிறர்க்குரிய பொருளை அநீதியாக விரும்பிக் கவர்ந்தால், கவர்ந்தவனின் குடும்பம் அழியும்; குற்றங்கள் பெருகும்.","With soul unjust to covet others' well-earned store,
Brings ruin to the home, to evil opes the door.","If a man departing from equity covet the property (of others), at that very time will his family be destroyed and guilt be incurred.","naduvindri nanporuL veqkin kutipondrik
kutramum aangae tharum ","1","2"
"172","அறத்துப்பால்","Righteousness","Arathuppal","இல்லறவியல்","Domestic Virtue","Illaraviyal","18","வெஃகாமை","Not Coveting","Veqkaamai","படுபயன் வெஃகிப் பழிப்படுவ செய்யார்
நடுவன்மை நாணு பவர்.","நடுவுநிலைமை அல்லாதவற்றைக் கண்டு நாணி ஒதுங்குகின்றவர், பிறர் பொருளைக் கவர்வதால் வரும் பயனை விரும்பிப் பழியான செயல்களைச் செய்யார்.","பிறர் பொருளைக் கவர்ந்து அனுபவிக்க எண்ணிப் பழி தரும் செயல்களை, நீதிக்கு அஞ்சுபவர் செய்ய மாட்டார்.","Through lust of gain, no deeds that retribution bring,
Do they, who shrink with shame from every unjust thing.","Those who blush at the want of equity will not commit disgraceful acts through desire of the profit that may be gained.","padupayan veqkip pazhippatuva seyyaar
natuvanmai naaNu pavar","1","2"
